,종목명,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,매출액,자산총계,부채총계,영업이익,매출액증가율,영업이익증가율,당기순이익,주당순이익,보통부배당금,ROA,PBR,유보율,date
406,삼성제약,500,2717,61550,2.65,4447681,-23.61,5.02,446,1685,257,-65,-4.13,-35.28,446,1685,257,-65,-4.13,-35.28,2020-08-04
407,한화3우B,5000,2697,22472,9.28,73999,9.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
408,도화엔지니어링,500,2694,33720,1.56,98679,11.98,6.94,5161,4090,1564,271,28.24,56.56,5161,4090,1564,271,28.24,56.56,2020-08-04
409,신성이엔지,500,2685,184525,1.08,6076188,90.94,1.77,4511,4166,2944,97,6.23,334.07,4511,4166,2944,97,6.23,334.07,2020-08-04
410,SBS미디어홀딩스,500,2679,139896,2.36,82608,-3.80,-16.34,2398,6741,736,48,3.54,169.53,2398,6741,736,48,3.54,169.53,2020-08-04
411,아세아제지,5000,2651,8957,7.14,101080,4.28,10.99,6977,8482,2634,711,-10.08,-27.64,6977,8482,2634,711,-10.08,-27.64,2020-08-04
412,코오롱글로벌,5000,2634,25210,2.35,161571,5.06,10.74,34841,22181,17504,1256,3.75,63.56,34841,22181,17504,1256,3.75,63.56,2020-08-04
413,동부건설,5000,2603,21877,2.98,156040,3.54,15.30,11554,8919,4713,555,28.64,74.32,11554,8919,4713,555,28.64,74.32,2020-08-04
414,E1,5000,2603,6860,3.49,8870,-13.14,-3.63,46083,35950,23917,1063,-0.47,658.66,46083,35950,23917,1063,-0.47,658.66,2020-08-04
415,태림포장,500,2567,70806,1.77,337982,15.43,5.88,5729,5663,2454,208,-5.87,-41.72,5729,5663,2454,208,-5.87,-41.72,2020-08-04
416,금호산업,5000,2528,36634,3.61,438296,4.87,3.20,15977,13374,9609,555,16.05,31.29,15977,13374,9609,555,16.05,31.29,2020-08-04
417,S&T홀딩스,500,2527,16304,10.30,10326,3.32,8.78,15121,22367,6107,1263,7.91,73.82,15121,22367,6107,1263,7.91,73.82,2020-08-04
418,계룡건설,5000,2523,8931,16.34,321962,3.65,16.94,22757,20067,15041,1359,-0.74,-11.58,22757,20067,15041,1359,-0.74,-11.58,2020-08-04
419,모토닉,500,2508,33000,13.26,37728,20.21,2.80,2076,4409,330,97,6.34,63.88,2076,4409,330,97,6.34,63.88,2020-08-04
420,일진홀딩스,1000,2507,49347,2.69,464622,11.87,4.52,8962,11886,6721,317,-3.58,31.38,8962,11886,6721,317,-3.58,31.38,2020-08-04
421,KOSEF 국고채10년,0,2503,1950,0.00,4710,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
422,ARIRANG 고배당주,0,2460,28080,0.00,56444,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
423,대신증권우,5000,2439,26000,12.13,137617,8.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
424,CJ4우(전환),5000,2434,4227,4.75,20072,5.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
425,아세아시멘트,5000,2427,3896,3.52,22647,8.99,3.54,8368,19160,11100,808,-0.82,2.08,8368,19160,11100,808,-0.82,2.08,2020-08-04
426,센트랄모텍,500,2424,8610,0.25,239232,36.00,5.74,2921,2354,1377,103,-6.79,-0.05,2921,2354,1377,103,-6.79,-0.05,2020-08-04
427,디티알오토모티브,500,2419,9994,5.37,7521,3.52,11.50,9298,9117,2856,802,2.34,11.91,9298,9117,2856,802,2.34,11.91,2020-08-04
428,해태제과식품,500,2417,29117,0.56,20399,-7.79,-13.11,6900,7569,5127,145,-4.88,-36.89,6900,7569,5127,145,-4.88,-36.89,2020-08-04
429,선진,500,2402,23780,12.03,75217,8.79,6.72,10140,9833,6520,401,11.14,15.26,10140,9833,6520,401,11.14,15.26,2020-08-04
430,코오롱,5000,2399,12626,10.14,47539,5.19,-2.61,44060,36313,28967,1245,1.88,18.58,44060,36313,28967,1245,1.88,18.58,2020-08-04
431,삼영무역,500,2391,18467,19.87,6791,7.28,10.32,2742,5109,1134,92,1.85,35.12,2742,5109,1134,92,1.85,35.12,2020-08-04
432,휴비스,5000,2384,34500,3.22,379054,109.68,-0.07,10293,8772,4810,49,-18.47,-85.83,10293,8772,4810,49,-18.47,-85.83,2020-08-04
433,아모레G3우(전환),500,2372,7092,7.87,5864,30.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
434,코스맥스비티아이,500,2372,9604,6.12,100095,-140.34,0.14,4684,8788,5367,-73,6.86,-130.38,4684,8788,5367,-73,6.86,-130.38,2020-08-04
435,AK홀딩스,5000,2371,13248,11.04,19705,-4.09,3.38,37595,43280,28980,1313,1.30,-51.31,37595,43280,28980,1313,1.30,-51.31,2020-08-04
436,아시아나IDT,500,2364,11100,0.24,3161540,-28.36,-5.44,2461,2286,872,114,0.32,-28.01,2461,2286,872,114,0.32,-28.01,2020-08-04
437,신도리코,5000,2354,10080,20.29,11747,41.77,1.66,4271,9475,769,63,-23.46,-74.79,4271,9475,769,63,-23.46,-74.79,2020-08-04
438,팜스코,500,2347,36728,2.62,85073,-9.23,-2.77,11650,9792,6793,202,14.70,-14.81,11650,9792,6793,202,14.70,-14.81,2020-08-04
439,코스모화학,1000,2342,26111,1.80,826726,-13.06,-12.16,4068,5142,2871,-52,-40.01,-183.59,4068,5142,2871,-52,-40.01,-183.59,2020-08-04
440,KODEX 골드선물(H),0,2324,16900,0.05,407609,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
441,YG PLUS,500,2321,58171,0.56,6727409,-30.00,-3.48,1245,1567,449,12,33.07,-29.73,1245,1567,449,12,33.07,-29.73,2020-08-04
442,신대양제지,5000,2313,4030,7.86,32418,4.03,14.26,6468,7686,1948,947,-8.82,-18.81,6468,7686,1948,947,-8.82,-18.81,2020-08-04
443,한국금융지주우,5000,2308,5858,16.00,40501,5.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
444,남양유업,5000,2293,720,25.49,5808,-95.33,3.25,10308,10564,1441,4,-4.53,-95.14,10308,10564,1441,4,-4.53,-95.14,2020-08-04
445,대성홀딩스,1000,2293,16089,1.90,88298,18.43,3.24,9186,11358,5960,239,0.96,29.43,9186,11358,5960,239,0.96,29.43,2020-08-04
446,일성신약,5000,2266,2660,3.50,23747,32.85,2.01,484,3695,240,-13,-21.48,-155.67,484,3695,240,-13,-21.48,-155.67,2020-08-04
447,한국화장품,500,2266,16068,0.56,455508,-11.73,-39.16,1312,813,461,-174,-14.74,-132.38,1312,813,461,-174,-14.74,-132.38,2020-08-04
448,국도화학,5000,2260,5811,27.25,10917,7.00,6.89,11214,9054,3773,421,-12.43,-38.63,11214,9054,3773,421,-12.43,-38.63,2020-08-04
449,유니온머티리얼,500,2260,42000,1.00,8369677,53.27,2.83,1091,1749,887,36,-2.87,656.80,1091,1749,887,36,-2.87,656.80,2020-08-04
450,삼익THK,500,2258,21000,35.02,26930,77.90,1.74,2320,3926,2043,75,-18.04,-70.78,2320,3926,2043,75,-18.04,-70.78,2020-08-04
451,애경유화,500,2249,32040,15.91,146187,5.83,8.62,10170,4928,1328,469,-1.39,-9.94,10170,4928,1328,469,-1.39,-9.94,2020-08-04
452,자화전자,500,2246,17900,11.20,486972,-22.33,-0.10,3630,3485,699,-92,1.31,-18.67,3630,3485,699,-92,1.31,-18.67,2020-08-04
453,신세계 I&C,5000,2227,1720,0.89,9600,14.43,5.44,4560,2898,905,185,22.09,24.17,4560,2898,905,185,22.09,24.17,2020-08-04
454,모나리자,500,2209,36571,1.43,1075461,48.32,3.75,1180,771,120,28,4.36,211.12,1180,771,120,28,4.36,211.12,2020-08-04
455,에이블씨엔씨,500,2209,27033,9.81,79684,-11.56,-3.94,4222,4333,1769,18,22.19,109.67,4222,4333,1769,18,22.19,109.67,2020-08-04
456,삼성출판사,500,2205,10000,0.79,104976,137.81,5.49,2020,2415,1200,48,8.59,44.92,2020,2415,1200,48,8.59,44.92,2020-08-04
457,광주신세계,5000,2200,1600,11.66,326,5.01,7.44,1549,7524,912,551,14.55,10.05,1549,7524,912,551,14.55,10.05,2020-08-04
458,KPX케미칼,5000,2200,4840,27.64,2666,5.78,9.04,7657,5379,618,484,-0.13,103.06,7657,5379,618,484,-0.13,103.06,2020-08-04
459,샘표식품,500,2193,4568,5.43,60311,7.12,18.57,2808,2258,688,310,1.89,44.45,2808,2258,688,310,1.89,44.45,2020-08-04
460,하나 코스피 변동성추세 추종 양매도 ETN,0,2179,25000,0.00,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
461,자이에스앤디,1000,2175,26783,1.14,5516419,12.05,13.56,2779,2785,1333,165,30.68,13.63,2779,2785,1333,165,30.68,13.63,2020-08-04
462,IHQ,500,2172,146236,2.21,519385,-3.00,-39.04,993,1658,290,-70,-9.28,-170.92,993,1658,290,-70,-9.28,-170.92,2020-08-04
463,코오롱머티리얼,1000,2159,68659,0.75,5960819,-5.60,-72.97,993,1250,544,-67,3.98,37.01,993,1250,544,-67,3.98,37.01,2020-08-04
464,우리들제약,500,2152,13706,1.34,14718769,-136.52,0.54,951,1000,438,12,6.77,-76.19,951,1000,438,12,6.77,-76.19,2020-08-04
465,HANARO MSCI Korea TR,0,2148,17600,0.00,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
466,한국주철관,500,2143,22800,1.03,223602,17.03,4.73,4372,3567,786,156,4.76,135.85,4372,3567,786,156,4.76,135.85,2020-08-04
467,KISCO홀딩스,1000,2134,18476,10.02,4471,5.06,5.58,11830,15573,2298,576,-8.20,-12.41,11830,15573,2298,576,-8.20,-12.41,2020-08-04
468,용평리조트,5000,2132,48133,1.82,66779,-12.95,-3.41,1294,8499,4542,-41,-28.64,-116.79,1294,8499,4542,-41,-28.64,-116.79,2020-08-04
469,넥센,500,2128,53544,3.51,23595,4.11,5.96,22913,40980,20815,2251,68.48,56.79,22913,40980,20815,2251,68.48,56.79,2020-08-04
470,풍산홀딩스,5000,2112,7835,6.81,31290,11.81,3.39,2644,9386,2163,108,-13.61,-70.47,2644,9386,2163,108,-13.61,-70.47,2020-08-04
471,KG케미칼,5000,2108,13013,5.27,1532421,2.12,32.69,20684,41515,28000,1180,61.24,62.80,20684,41515,28000,1180,61.24,62.80,2020-08-04
472,명문제약,500,2075,33625,2.49,6369262,-6.43,-24.55,1493,2644,1842,-143,1.25,-389.54,1493,2644,1842,-143,1.25,-389.54,2020-08-04
473,신세계푸드,5000,2072,3872,2.39,11921,-242.08,1.38,13201,7333,4182,222,3.25,-19.02,13201,7333,4182,222,3.25,-19.02,2020-08-04
474,인스코비,500,2071,98630,4.76,918050,-7.72,-88.74,753,507,250,47,28.48,-11.16,753,507,250,47,28.48,-11.16,2020-08-04
475,현대약품,500,2070,32000,2.70,1247063,65.35,1.19,1349,1455,579,16,0.73,27.62,1349,1455,579,16,0.73,27.62,2020-08-04
476,이엔플러스,500,2065,39324,0.36,563955,-6.34,-87.65,404,1173,714,-154,1.47,-36.17,404,1173,714,-154,1.47,-36.17,2020-08-04
477,LS전선아시아,500,2064,30625,1.96,74006,13.14,12.07,5203,3597,1984,260,17.91,44.47,5203,3597,1984,260,17.91,44.47,2020-08-04
478,한국철강,1000,2058,46050,14.48,97203,10.59,2.65,7191,8732,1483,122,-7.51,-51.94,7191,8732,1483,122,-7.51,-51.94,2020-08-04
479,CJ제일제당 우,5000,2058,1327,28.55,21107,4.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
480,예스코홀딩스,5000,2049,6000,15.03,355,11.69,3.61,11082,15443,9353,221,1.17,-12.18,11082,15443,9353,221,1.17,-12.18,2020-08-04
481,성신양회,5000,2047,24516,5.37,1171716,23.65,4.43,7074,10294,6291,208,2.81,-30.30,7074,10294,6291,208,2.81,-30.30,2020-08-04
482,부국증권,5000,2032,10370,0.97,2697,8.71,5.80,6100,14813,9953,360,-2.74,-3.45,6100,14813,9953,360,-2.74,-3.45,2020-08-04
483,KBSTAR 코스닥150선물레버리지,0,2018,15820,0.08,158250,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
484,금양,500,2009,44048,1.25,485288,-19.32,-14.85,1727,2242,1559,92,-15.93,-31.90,1727,2242,1559,92,-15.93,-31.90,2020-08-04
485,KODEX 국채선물10년인버스,0,2007,4482,0.00,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
486,세아제강,5000,2005,2836,6.61,108068,8.76,4.42,12272,10288,4576,459,183.15,309.88,12272,10288,4576,459,183.15,309.88,2020-08-04
487,KSS해운,500,1992,23186,7.61,39160,8.51,8.79,2312,9467,6678,529,14.19,12.36,2312,9467,6678,529,14.19,12.36,2020-08-04
488,현대상사,5000,1991,13229,6.82,34877,10.05,5.07,42634,14446,11028,435,-9.56,-13.83,42634,14446,11028,435,-9.56,-13.83,2020-08-04
489,KINDEX 200TR,0,1970,10900,0.00,549,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
490,세방,500,1969,19309,4.99,15354,42.50,0.68,7233,11076,2891,161,10.99,41.35,7233,11076,2891,161,10.99,41.35,2020-08-04
491,에어부산,1000,1963,52070,0.53,741699,-1.44,-56.00,6332,9858,8777,-378,-3.12,-284.12,6332,9858,8777,-378,-3.12,-284.12,2020-08-04
492,국제약품,1000,1950,18401,1.39,1332579,-102.91,-7.35,1111,1346,736,56,3.20,69.48,1111,1346,736,56,3.20,69.48,2020-08-04
493,TIGER 2차전지테마,0,1940,17750,0.07,1515604,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
494,대원강업,500,1938,62000,1.86,81924,22.16,3.39,9602,10480,4607,269,-3.54,-36.21,9602,10480,4607,269,-3.54,-36.21,2020-08-04
495,대덕,500,1936,28590,13.85,379640,9.69,6.38,10722,12019,1621,464,81.10,33.42,10722,12019,1621,464,81.10,33.42,2020-08-04
496,한국화장품제조,500,1906,4532,1.04,107158,-131.41,-3.03,765,842,362,13,-13.31,-72.60,765,842,362,13,-13.31,-72.60,2020-08-04
497,엘브이엠씨홀딩스,0,1891,51120,1.69,113138,-3.71,-15.37,3637,6788,3529,30,23.71,120.00,3637,6788,3529,30,23.71,120.00,2020-08-04
498,KINDEX 중국본토CSI300,0,1890,6600,0.14,41691,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
499,토니모리,200,1887,17640,0.56,204769,-14.94,-5.33,1720,2409,1423,-3,-4.94,94.54,1720,2409,1423,-3,-4.94,94.54,2020-08-04
500,TIGER 원유선물Enhanced(H),0,1884,93750,0.16,1945058,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
501,무림P&P,2500,1868,62368,3.58,114953,-49.10,1.64,6313,13503,7298,494,-3.06,-51.67,6313,13503,7298,494,-3.06,-51.67,2020-08-04
502,서연,500,1855,23480,0.00,17555028,-3.02,-13.31,22026,22154,14104,332,5.98,431.98,22026,22154,14104,332,5.98,431.98,2020-08-04
503,동아지질,500,1846,11500,4.72,87404,12.67,10.33,3809,3223,1284,229,5.59,-12.09,3809,3223,1284,229,5.59,-12.09,2020-08-04
504,일신석재,500,1840,77457,0.72,723753,296.88,1.77,667,873,353,18,23.12,21.28,667,873,353,18,23.12,21.28,2020-08-04
505,삼성전기우,5000,1831,2907,15.99,27794,9.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
506,DI동일,5000,1817,2466,6.03,7014,12.06,2.55,9395,9570,4315,486,3.32,9.26,9395,9570,4315,486,3.32,9.26,2020-08-04
507,QV 코스피 양매도 5% OTM ETN,0,1814,20000,0.00,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
508,한신공영,5000,1811,11571,13.16,323316,2.47,15.21,16233,16510,11372,1245,-24.22,-41.93,16233,16510,11372,1245,-24.22,-41.93,2020-08-04
509,세아제강지주,5000,1806,4142,4.08,30339,24.38,-0.32,26439,24485,10962,631,48.39,-21.60,26439,24485,10962,631,48.39,-21.60,2020-08-04
510,두산퓨얼셀1우,100,1804,13364,6.60,152141,20.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
511,대한제당,2500,1798,8970,2.22,21288,11.60,3.22,12044,11431,6788,295,-0.33,-9.93,12044,11431,6788,295,-0.33,-9.93,2020-08-04
512,서원,500,1790,47475,1.54,1698898,39.27,3.06,2577,2220,1143,80,-0.14,-7.27,2577,2220,1143,80,-0.14,-7.27,2020-08-04
513,KPX홀딩스,5000,1779,4225,32.07,479,6.30,5.55,10103,14490,2677,643,-1.18,90.05,10103,14490,2677,643,-1.18,90.05,2020-08-04
514,KINDEX 베트남VN30(합성),0,1769,15200,0.00,116966,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
515,대한방직,1000,1762,5300,0.53,5561,-14.28,-10.27,1563,1977,717,-130,-25.20,-3.88,1563,1977,717,-130,-25.20,-3.88,2020-08-04
516,KBSTAR 코스닥150,0,1758,13620,0.25,110189,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
517,동성코퍼레이션,1000,1742,43993,2.16,56053,23.43,2.00,8498,8505,4321,518,4.52,566.34,8498,8505,4321,518,4.52,566.34,2020-08-04
518,대동공업,1000,1730,23728,2.61,411039,34.23,1.46,8329,8170,5962,245,27.21,369.77,8329,8170,5962,245,27.21,369.77,2020-08-04
519,TIGER 글로벌4차산업혁신기술(합성 H),0,1707,11900,0.35,151963,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
520,LS네트웍스,5000,1706,78803,0.23,65047,-1.96,-11.94,4028,11681,6487,-215,-9.66,-660.68,4028,11681,6487,-215,-9.66,-660.68,2020-08-04
521,모나미,1000,1699,18897,1.02,18897866,-58.76,-2.39,1320,1815,1060,18,-2.33,-73.54,1320,1815,1060,18,-2.33,-73.54,2020-08-04
522,코오롱플라스틱,1000,1699,38000,1.25,364622,50.22,2.75,3303,3387,1411,103,2.79,-46.80,3303,3387,1411,103,2.79,-46.80,2020-08-04
523,삼양통상,5000,1698,3000,5.71,2680,4.25,14.22,1921,3717,429,494,4.86,53.88,1921,3717,429,494,4.86,53.88,2020-08-04
524,화성산업,5000,1693,12451,10.32,1538872,6.94,2.06,4514,6126,2416,296,-5.01,-55.86,4514,6126,2416,296,-5.01,-55.86,2020-08-04
525,세원셀론텍,500,1693,61909,2.20,216976,-71.97,-3.31,1819,3587,1821,16,35.95,116.33,1819,3587,1821,16,35.95,116.33,2020-08-04
526,LG우,5000,1690,3315,54.46,34617,7.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
527,사조산업,5000,1690,5000,3.39,52612,-6.74,-3.13,7354,11374,6524,182,-5.97,-66.42,7354,11374,6524,182,-5.97,-66.42,2020-08-04
528,백광산업,500,1689,44918,1.59,2989375,14.30,N/A,1684,3288,1615,212,N/A,N/A,1684,3288,1615,212,N/A,N/A,2020-08-04
529,샘표,1000,1679,2876,5.87,28966,12.68,7.75,2810,3386,822,295,1.87,50.16,2810,3386,822,295,1.87,50.16,2020-08-04
530,동일산업,5000,1678,2425,4.86,1228,86.07,1.06,3547,4049,510,-10,-9.29,-105.66,3547,4049,510,-10,-9.29,-105.66,2020-08-04
531,S&T중공업,2500,1673,33253,10.95,82706,10.72,2.72,3751,8414,2243,192,-5.34,19.54,3751,8414,2243,192,-5.34,19.54,2020-08-04
532,범양건영,1000,1671,24832,1.28,1454045,8.74,32.82,2761,1385,685,115,77.40,68.12,2761,1385,685,115,77.40,68.12,2020-08-04
533,이수페타시스,1000,1647,41268,2.03,548880,-1.81,-71.84,5142,4167,3407,-240,-8.23,-419.42,5142,4167,3407,-240,-8.23,-419.42,2020-08-04
534,대한제강,1000,1644,24647,8.98,75453,5.76,6.73,10217,6352,1731,420,-9.89,822.98,10217,6352,1731,420,-9.89,822.98,2020-08-04
535,KBSTAR 단기통안채,0,1643,1580,0.00,74537,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
536,아세아,5000,1634,2191,4.78,1818,3.40,6.37,15424,28695,14084,1581,-5.23,-13.90,15424,28695,14084,1581,-5.23,-13.90,2020-08-04
537,삼성 인버스 2X 천연가스 선물 ETN,0,1632,10000,0.00,169619,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
538,현대차3우B,5000,1622,2429,35.99,29504,7.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
539,HANARO 200TR,0,1622,4600,0.64,553,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
540,TIGER 중국소비테마,0,1618,23730,0.00,68804,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
541,넥스트사이언스,500,1613,32013,5.41,133254,-6.43,-30.34,350,1294,475,-44,164.59,-7.85,350,1294,475,-44,164.59,-7.85,2020-08-04
542,비티원,500,1613,41244,0.30,392036,11.43,29.38,98,909,249,-22,29.46,-344.08,98,909,249,-22,29.46,-344.08,2020-08-04
543,일신방직,5000,1610,2400,6.39,6415,19.51,1.00,4962,9536,2304,136,-1.52,-54.58,4962,9536,2304,136,-1.52,-54.58,2020-08-04
544,신라교역,500,1608,16000,4.43,8834,21.47,2.01,3696,6199,1018,-42,4.05,-157.15,3696,6199,1018,-42,4.05,-157.15,2020-08-04
545,DB금융투자,5000,1598,42446,7.81,528210,5.70,7.15,9920,84224,76109,874,16.88,1.10,9920,84224,76109,874,16.88,1.10,2020-08-04
546,삼영전자,500,1592,20000,43.02,25914,17.23,1.77,2010,5027,183,46,-19.52,-64.60,2010,5027,183,46,-19.52,-64.60,2020-08-04
547,KODEX 은선물(H),0,1591,30600,0.04,908906,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
548,한세예스24홀딩스,500,1586,40000,2.30,16488,113.29,7.58,27710,17314,11355,977,9.89,72.94,27710,17314,11355,977,9.89,72.94,2020-08-04
549,한국패러랠,0,1572,80020,0.00,47989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
550,KTB투자증권,5000,1571,60314,23.04,631616,5.26,9.18,3812,28596,22792,375,6.27,1.12,3812,28596,22792,375,6.27,1.12,2020-08-04
551,SIMPAC,500,1570,65430,7.87,29969,18.05,2.17,4301,6791,2380,111,40.48,9.33,4301,6791,2380,111,40.48,9.33,2020-08-04
552,HSD엔진,1000,1547,32947,1.81,277595,-6.67,-19.76,6743,8301,6416,-218,31.88,38.18,6743,8301,6416,-218,31.88,38.18,2020-08-04
553,한라,5000,1541,38875,2.55,898603,18.11,0.97,13049,15882,13271,677,0.40,13.06,13049,15882,13271,677,0.40,13.06,2020-08-04
554,아모레G우,500,1540,6444,51.89,41908,21.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
555,대림산업우,5000,1539,3800,15.34,58152,2.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
556,TIGER 헬스케어,0,1539,3380,0.13,186693,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
557,삼성 레버리지 WTI원유 선물 ETN,0,1535,404000,0.01,6517732,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
558,TIGER 경기방어,0,1533,13340,0.01,26620,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
559,신한 인버스 2X 천연가스 선물 ETN(H),0,1531,20000,0.00,396770,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
560,TIGER 미국S&P500선물(H),0,1524,3975,0.00,32986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
561,깨끗한나라,1000,1523,37241,1.83,335517,14.15,-7.29,5942,5383,3758,51,-5.14,117.62,5942,5383,3758,51,-5.14,117.62,2020-08-04
562,AJ네트웍스,1000,1517,46822,0.00,57112,-1.92,15.18,12028,18033,14559,178,15.04,184.03,12028,18033,14559,178,15.04,184.03,2020-08-04
563,알루코,500,1513,74524,1.73,285991,-26.71,-3.55,4544,7726,4867,122,-10.34,1.29,4544,7726,4867,122,-10.34,1.29,2020-08-04
564,우리들휴브레인,500,1512,41993,0.47,5109659,-23.08,-17.72,562,698,339,-1,67.19,98.71,562,698,339,-1,67.19,98.71,2020-08-04
565,무학,200,1510,28500,15.38,26950,-2.88,4.64,1664,6246,1097,-134,-14.11,-33.59,1664,6246,1097,-134,-14.11,-33.59,2020-08-04
566,세종공업,500,1510,25036,1.66,1044816,262.17,1.52,12217,9960,6148,132,11.11,6224.31,12217,9960,6148,132,11.11,6224.31,2020-08-04
567,두산우,5000,1503,3996,1.74,18127,3.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
568,키다리스튜디오,500,1492,16959,1.48,230858,44.00,N/A,267,420,210,7,N/A,N/A,267,420,210,7,N/A,N/A,2020-08-04
569,신한 WTI원유 선물 ETN(H),0,1488,50000,0.00,83970,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
570,동양물산,500,1487,126005,3.98,6809560,28.78,5.07,6174,6286,4815,137,4.65,351.76,6174,6286,4815,137,4.65,351.76,2020-08-04
571,DB,500,1487,201174,2.68,1190183,21.11,2.53,2385,3632,1522,185,0.59,1040.94,2385,3632,1522,185,0.59,1040.94,2020-08-04
572,노루페인트,500,1482,20000,5.91,186476,7.37,6.00,6475,6273,3050,292,5.32,28.66,6475,6273,3050,292,5.32,28.66,2020-08-04
573,유수홀딩스,2500,1469,26042,5.94,38541,23.50,1.83,3661,5220,1934,-78,-4.74,-123.96,3661,5220,1934,-78,-4.74,-123.96,2020-08-04
